ELM,GOTerm ID,GOTerm Title
LIG_AP_GAE_1,GO:0005802,Golgi trans-face
LIG_AP_GAE_1,GO:0005515,protein binding
LIG_AP_GAE_1,GO:0019904,protein domain specific binding
LIG_AP_GAE_1,GO:0016192,vesicle-mediated transport
LIG_ARL_BART_1,GO:0005929,cilium
LIG_ARL_BART_1,GO:0005829,cytosol
LIG_ARL_BART_1,GO:0006112,energy reserve metabolic process
LIG_ARL_BART_1,GO:0003924,GTPase activity
LIG_ARL_BART_1,GO:0005095,GTPase inhibitor activity
LIG_ARL_BART_1,GO:0051457,maintenance of protein location in nucleus
LIG_ARL_BART_1,GO:0005739,mitochondrion
LIG_ARL_BART_1,GO:0005634,nucleus
LIG_ARL_BART_1,GO:0042531,positive regulation of tyrosine phosphorylation of STAT protein
LIG_ARL_BART_1,GO:0005515,protein binding
LIG_ARL_BART_1,GO:0007264,small GTPase mediated signal transduction
LIG_ARL_BART_1,GO:0003713,transcription co-activator
LIG_ARL_BART_1,GO:0007021,tubulin complex assembly
LIG_ARS2_EDGEI_1,GO:0035196,miRNA processing
LIG_ARS2_EDGEI_1,GO:0006397,mRNA processing
LIG_ARS2_EDGEI_1,GO:1990477,MTREC complex
LIG_ARS2_EDGEI_1,GO:0071027,nuclear RNA surveillance
LIG_ARS2_EDGEI_1,GO:0005634,nucleus
LIG_ARS2_EDGEI_1,GO:0005515,protein binding
LIG_ARS2_EDGEI_1,GO:0032991,protein-containing complex
LIG_ARS2_EDGEI_1,GO:0019904,protein domain specific binding
LIG_ARS2_EDGEI_1,GO:0061013,regulation of mRNA catabolic process
LIG_ActinCP_CPI_1,GO:0007015,actin filament organization
LIG_ActinCP_CPI_1,GO:0005856,cytoskeleton
LIG_ActinCP_CPI_1,GO:0005829,cytosol
LIG_ActinCP_CPI_1,GO:2000813,negative regulation of barbed-end actin filament capping
LIG_ActinCP_CPI_1,GO:0030838,positive regulation of actin filament polymerization
LIG_ActinCP_CPI_1,GO:0005515,protein binding
LIG_ActinCP_CPI_1,GO:0044877,protein-containing complex binding
LIG_ActinCP_TwfCPI_2,GO:0007015,actin filament organization
LIG_ActinCP_TwfCPI_2,GO:0005856,cytoskeleton
LIG_ActinCP_TwfCPI_2,GO:0005829,cytosol
LIG_ActinCP_TwfCPI_2,GO:2000813,negative regulation of barbed-end actin filament capping
LIG_ActinCP_TwfCPI_2,GO:0030838,positive regulation of actin filament polymerization
LIG_ActinCP_TwfCPI_2,GO:0005515,protein binding
LIG_ActinCP_TwfCPI_2,GO:0044877,protein-containing complex binding
LIG_Actin_RPEL_3,GO:0003779,actin binding
LIG_Actin_RPEL_3,GO:0005829,cytosol
LIG_Actin_RPEL_3,GO:0042306,regulation of protein import into nucleus
LIG_Actin_WH2_1,GO:0003779,actin binding
LIG_Actin_WH2_1,GO:0005829,cytosol
LIG_Actin_WH2_1,GO:0051125,regulation of actin nucleation
LIG_Actin_WH2_1,GO:0008064,regulation of actin polymerization or depolymerization
LIG_Actin_WH2_1,GO:0034315,regulation of Arp2/3 complex-mediated actin nucleation
LIG_Actin_WH2_1,GO:2000812,regulation of barbed-end actin filament capping
LIG_Actin_WH2_2,GO:0003779,actin binding
LIG_Actin_WH2_2,GO:0005829,cytosol
LIG_Actin_WH2_2,GO:0051125,regulation of actin nucleation
LIG_Actin_WH2_2,GO:0008064,regulation of actin polymerization or depolymerization
LIG_Actin_WH2_2,GO:0034315,regulation of Arp2/3 complex-mediated actin nucleation
LIG_Actin_WH2_2,GO:2000812,regulation of barbed-end actin filament capping
LIG_Arc_Nlobe_1,GO:0005829,cytosol
LIG_Arc_Nlobe_1,GO:0098978,glutamatergic synapse
LIG_Arc_Nlobe_1,GO:0060090,molecular adaptor activity
LIG_Arc_Nlobe_1,GO:2000969,positive regulation of AMPA receptor activity
LIG_Arc_Nlobe_1,GO:0014069,postsynaptic density
LIG_Arc_Nlobe_1,GO:0098839,postsynaptic density membrane
LIG_Arc_Nlobe_1,GO:0061001,regulation of dendritic spine morphogenesis
LIG_Arc_Nlobe_1,GO:0048168,regulation of neuronal synaptic plasticity
LIG_BH_BH3_1,GO:0048102,autophagic cell death
LIG_BH_BH3_1,GO:0097136,Bcl-2 family protein complex
LIG_BH_BH3_1,GO:0051400,BH domain binding
LIG_BH_BH3_1,GO:0019725,cellular homeostasis
LIG_BH_BH3_1,GO:0005829,cytosol
LIG_BH_BH3_1,GO:0005789,endoplasmic reticulum membrane
LIG_BH_BH3_1,GO:0032592,integral component of mitochondrial membrane
LIG_BH_BH3_1,GO:0097193,intrinsic apoptotic signaling pathway
LIG_BH_BH3_1,GO:0097345,mitochondrial outer membrane permeabilization
LIG_BH_BH3_1,GO:0043065,positive regulation of apoptotic process
LIG_BH_BH3_1,GO:0032464,positive regulation of protein homooligomerization
LIG_BH_BH3_1,GO:0090200,positive regulation of release of cytochrome c from mitochondria
LIG_BH_BH3_1,GO:0005515,protein binding
LIG_BH_BH3_1,GO:0046982,protein heterodimerization activity
LIG_BH_BH3_1,GO:0001844,protein insertion into mitochondrial membrane involved in apoptotic signaling pathway
LIG_BH_BH3_1,GO:0031625,ubiquitin protein ligase binding
LIG_BH_BH3_1,GO:0019048,Virus-host interaction
LIG_BIR_III_1,GO:0006916,anti-apoptosis
LIG_BIR_III_1,GO:0006915,apoptosis
LIG_BIR_III_1,GO:0005829,cytosol
LIG_BIR_III_1,GO:0005739,mitochondrion
LIG_BIR_III_1,GO:0005515,protein binding
LIG_BIR_III_1,GO:0051605,protein maturation by peptide bond cleavage
LIG_BIR_III_1,GO:0016567,protein ubiquitination
LIG_BIR_III_1,GO:0042981,regulation of apoptosis
LIG_BIR_III_2,GO:0006916,anti-apoptosis
LIG_BIR_III_2,GO:0006915,apoptosis
LIG_BIR_III_2,GO:0005829,cytosol
LIG_BIR_III_2,GO:0005739,mitochondrion
LIG_BIR_III_2,GO:0005515,protein binding
LIG_BIR_III_2,GO:0051605,protein maturation by peptide bond cleavage
LIG_BIR_III_2,GO:0016567,protein ubiquitination
LIG_BIR_III_2,GO:0042981,regulation of apoptosis
LIG_BIR_III_3,GO:0006916,anti-apoptosis
LIG_BIR_III_3,GO:0006915,apoptosis
LIG_BIR_III_3,GO:0005829,cytosol
LIG_BIR_III_3,GO:0005739,mitochondrion
LIG_BIR_III_3,GO:0005515,protein binding
LIG_BIR_III_3,GO:0051605,protein maturation by peptide bond cleavage
LIG_BIR_III_3,GO:0016567,protein ubiquitination
LIG_BIR_III_3,GO:0042981,regulation of apoptosis
LIG_BIR_III_4,GO:0006916,anti-apoptosis
LIG_BIR_III_4,GO:0006915,apoptosis
LIG_BIR_III_4,GO:0005829,cytosol
LIG_BIR_III_4,GO:0005739,mitochondrion
LIG_BIR_III_4,GO:0005515,protein binding
LIG_BIR_III_4,GO:0051605,protein maturation by peptide bond cleavage
LIG_BIR_III_4,GO:0016567,protein ubiquitination
LIG_BIR_III_4,GO:0042981,regulation of apoptosis
LIG_BIR_II_1,GO:0006916,anti-apoptosis
LIG_BIR_II_1,GO:0006915,apoptosis
LIG_BIR_II_1,GO:0005829,cytosol
LIG_BIR_II_1,GO:0005739,mitochondrion
LIG_BIR_II_1,GO:0005515,protein binding
LIG_BIR_II_1,GO:0051605,protein maturation by peptide bond cleavage
LIG_BIR_II_1,GO:0016567,protein ubiquitination
LIG_BIR_II_1,GO:0042981,regulation of apoptosis
LIG_BRCT_BRCA1_1,GO:0031436,BRCA1-BARD1 complex
LIG_BRCT_BRCA1_1,GO:0000077,DNA damage checkpoint
LIG_BRCT_BRCA1_1,GO:0006975,DNA damage induced protein phosphorylation
LIG_BRCT_BRCA1_1,GO:0005634,nucleus
LIG_BRCT_BRCA1_1,GO:0019904,protein domain specific binding
LIG_BRCT_BRCA1_2,GO:0031436,BRCA1-BARD1 complex
LIG_BRCT_BRCA1_2,GO:0000077,DNA damage checkpoint
LIG_BRCT_BRCA1_2,GO:0006975,DNA damage induced protein phosphorylation
LIG_BRCT_BRCA1_2,GO:0005634,nucleus
LIG_BRCT_BRCA1_2,GO:0019904,protein domain specific binding
LIG_BRCT_MDC1_1,GO:0006975,DNA damage induced protein phosphorylation
LIG_BRCT_MDC1_1,GO:0006302,Double-strand break repair
LIG_BRCT_MDC1_1,GO:0005634,nucleus
LIG_BRCT_MDC1_1,GO:0019904,protein domain specific binding
LIG_CAP-Gly_1,GO:0005829,cytosol
LIG_CAP-Gly_1,GO:0030951,establishment and/or maintenance of microtubule cytoskeleton polarity
LIG_CAP-Gly_1,GO:0005874,microtubule
LIG_CAP-Gly_1,GO:0007018,microtubule-based movement
LIG_CAP-Gly_1,GO:0007017,microtubule-based process
LIG_CAP-Gly_1,GO:0000226,microtubule cytoskeleton organization and biogenesis
LIG_CAP-Gly_1,GO:0051010,microtubule plus-end binding
LIG_CAP-Gly_1,GO:0031109,microtubule polymerization or depolymerization
LIG_CAP-Gly_1,GO:0031535,plus-end directed microtubule sliding
LIG_CAP-Gly_1,GO:0019904,protein domain specific binding
LIG_CAP-Gly_1,GO:0032886,regulation of microtubule-based process
LIG_CAP-Gly_2,GO:0031122,cytoplasmic microtubule organization and biogenesis
LIG_CAP-Gly_2,GO:0005829,cytosol
LIG_CAP-Gly_2,GO:0030951,establishment and/or maintenance of microtubule cytoskeleton polarity
LIG_CAP-Gly_2,GO:0005874,microtubule
LIG_CAP-Gly_2,GO:0007018,microtubule-based movement
LIG_CAP-Gly_2,GO:0000226,microtubule cytoskeleton organization and biogenesis
LIG_CAP-Gly_2,GO:0051010,microtubule plus-end binding
LIG_CAP-Gly_2,GO:0031109,microtubule polymerization or depolymerization
LIG_CAP-Gly_2,GO:0031535,plus-end directed microtubule sliding
LIG_CAP-Gly_2,GO:0032886,regulation of microtubule-based process
LIG_CNOT1_NIM_1,GO:0016477,cell migration
LIG_CNOT1_NIM_1,GO:0005829,cytosol
LIG_CNOT1_NIM_1,GO:0010631,epithelial cell migration
LIG_CNOT1_NIM_1,GO:0017148,negative regulation of translation
LIG_CNOT1_NIM_1,GO:0048471,perinuclear region of cytoplasm
LIG_CNOT1_NIM_1,GO:0005515,protein binding
LIG_CNOT1_NIM_1,GO:0006417,regulation of translation
LIG_CNOT1_NIM_1,GO:0030371,translation repressor activity
LIG_CORNRBOX,GO:0016481,negative regulation of transcription
LIG_CORNRBOX,GO:0005634,nucleus
LIG_CORNRBOX,GO:0045449,regulation of transcription
LIG_CORNRBOX,GO:0003712,transcription cofactor
LIG_CORNRBOX,GO:0003714,transcription co-repressor
LIG_CORNRBOX,GO:0008134,transcription factor binding
LIG_CSK_EPIYA_1,GO:0002250,adaptive immune response
LIG_CSK_EPIYA_1,GO:0016477,cell migration
LIG_CSK_EPIYA_1,GO:0005829,cytosol
LIG_CSK_EPIYA_1,GO:0002376,immune system process
LIG_CSK_EPIYA_1,GO:0045087,innate immune response
LIG_CSK_EPIYA_1,GO:0009898,internal side of plasma membrane
LIG_CSK_EPIYA_1,GO:0008285,negative regulation of cell proliferation
LIG_CSK_EPIYA_1,GO:0033673,negative regulation of kinase activity
LIG_CSK_EPIYA_1,GO:0050765,negative regulation of phagocytosis
LIG_CSK_EPIYA_1,GO:0016310,phosphorylation
LIG_CSK_EPIYA_1,GO:0006468,protein amino acid phosphorylation
LIG_CSK_EPIYA_1,GO:0019904,protein domain specific binding
LIG_CSK_EPIYA_1,GO:0060368,regulation of Fc receptor mediated stimulatory signaling pathway
LIG_CSL_BTD_1,GO:0030154,cell differentiation
LIG_CSL_BTD_1,GO:0071384,cellular response to corticosteroid stimulus
LIG_CSL_BTD_1,GO:0000785,chromatin
LIG_CSL_BTD_1,GO:0007275,development
LIG_CSL_BTD_1,GO:0007219,Notch signaling pathway
LIG_CSL_BTD_1,GO:0005634,nucleus
LIG_CSL_BTD_1,GO:0031100,organ regeneration
LIG_CSL_BTD_1,GO:0019904,protein domain specific binding
LIG_CSL_BTD_1,GO:0030334,regulation of cell migration
LIG_CSL_BTD_1,GO:0006355,"Regulation of transcription, DNA-dependent"
LIG_CSL_BTD_1,GO:0006351,"transcription, DNA-dependent"
LIG_CSL_BTD_1,GO:0003700,transcription factor
LIG_CSL_BTD_1,GO:0005667,Transcription factor complex
LIG_CaMK_CASK_1,GO:0007155,cell-adhesion
LIG_CaMK_CASK_1,GO:0005829,cytosol
LIG_CaMK_CASK_1,GO:0030073,insulin secretion
LIG_CaMK_CASK_1,GO:0009898,internal side of plasma membrane
LIG_CaMK_CASK_1,GO:0060090,molecular adaptor activity
LIG_CaMK_CASK_1,GO:0007269,neurotransmitter secretion
LIG_CaMK_CASK_1,GO:0005634,nucleus
LIG_CaMK_CASK_1,GO:0005515,protein binding
LIG_CaMK_CASK_1,GO:0032947,protein complex scaffold
LIG_CaMK_CASK_1,GO:0042802,protein self binding
LIG_CaMK_CASK_1,GO:0007165,signal transduction
LIG_CaMK_CASK_1,GO:0045202,synapse
LIG_CaM_IQ_9,GO:0005488,Binding
LIG_CaM_IQ_9,GO:0008151,Cell growth and/or maintenance
LIG_CaM_IQ_9,GO:0008580,cytoskeletal regulator
LIG_CaM_IQ_9,GO:0005829,cytosol
LIG_CaM_IQ_9,GO:0005622,intracellular
LIG_CaM_IQ_9,GO:0003774,motor
LIG_CaM_IQ_9,GO:0003776,muscle motor
LIG_CaM_IQ_9,GO:0005515,protein binding
LIG_CaM_IQ_9,GO:0007165,signal transduction
LIG_CaM_NSCaTE_8,GO:0005954,calcium- and calmodulin-dependent protein kinase complex
LIG_CaM_NSCaTE_8,GO:0019722,calcium-mediated signaling
LIG_CaM_NSCaTE_8,GO:0005516,calmodulin binding
LIG_CaM_NSCaTE_8,GO:0006874,cellular calcium ion homeostasis
LIG_CaM_NSCaTE_8,GO:0005829,cytosol
LIG_CaM_NSCaTE_8,GO:0005886,plasma membrane
LIG_CaM_NSCaTE_8,GO:0005245,voltage-gated calcium channel activity
LIG_CaM_NSCaTE_8,GO:0005891,voltage-gated calcium channel complex
LIG_Clathr_ClatBox_1,GO:0030276,clathrin binding
LIG_Clathr_ClatBox_1,GO:0045334,clathrin-coated endocytic vesicle
LIG_Clathr_ClatBox_1,GO:0005856,cytoskeleton
LIG_Clathr_ClatBox_1,GO:0005829,cytosol
LIG_Clathr_ClatBox_1,GO:0006897,endocytosis
LIG_Clathr_ClatBox_1,GO:0005794,Golgi apparatus
LIG_Clathr_ClatBox_1,GO:0005802,Golgi trans-face
LIG_Clathr_ClatBox_1,GO:0006898,receptor mediated endocytosis
LIG_Clathr_ClatBox_2,GO:0030276,clathrin binding
LIG_Clathr_ClatBox_2,GO:0045334,clathrin-coated endocytic vesicle
LIG_Clathr_ClatBox_2,GO:0005856,cytoskeleton
LIG_Clathr_ClatBox_2,GO:0005829,cytosol
LIG_Clathr_ClatBox_2,GO:0006897,endocytosis
LIG_Clathr_ClatBox_2,GO:0006898,receptor mediated endocytosis
LIG_CtBP_PxDLS_1,GO:0005829,cytosol
LIG_CtBP_PxDLS_1,GO:0016481,negative regulation of transcription
LIG_CtBP_PxDLS_1,GO:0005634,nucleus
LIG_CtBP_PxDLS_1,GO:0007584,response to nutrient
LIG_CtBP_PxDLS_1,GO:0017053,transcriptional repressor complex
LIG_CtBP_PxDLS_1,GO:0003714,transcription co-repressor
LIG_CtBP_PxDLS_1,GO:0008134,transcription factor binding
LIG_CtBP_PxDLS_1,GO:0030528,transcription regulator
LIG_CtBP_RRT_2,GO:0001227,"DNA-binding transcription repressor activity, RNA polymerase II-specific"
LIG_CtBP_RRT_2,GO:0045892,negative regulation of DNA-templated transcription
LIG_CtBP_RRT_2,GO:0005634,nucleus
LIG_CtBP_RRT_2,GO:0006357,regulation of transcription from Pol II promote
LIG_CtBP_RRT_2,GO:0017053,transcriptional repressor complex
LIG_CtBP_RRT_2,GO:0001222,transcription corepressor binding
LIG_DCNL_PONY_1,GO:0097602,cullin family protein binding
LIG_DCNL_PONY_1,GO:0005634,nucleus
LIG_DCNL_PONY_1,GO:0042277,Peptide binding
LIG_DCNL_PONY_1,GO:2000436,positive regulation of protein neddylation
LIG_DCNL_PONY_1,GO:0000151,ubiquitin ligase complex
LIG_DLG_GKlike_1,GO:0097113,AMPA glutamate receptor clustering
LIG_DLG_GKlike_1,GO:0005829,cytosol
LIG_DLG_GKlike_1,GO:0014069,postsynaptic density
LIG_DLG_GKlike_1,GO:0005515,protein binding
LIG_DLG_GKlike_1,GO:0044877,protein-containing complex binding
LIG_DLG_GKlike_1,GO:0007165,signal transduction
LIG_DLG_GKlike_1,GO:0045202,synapse
LIG_DLG_GKlike_1,GO:0007268,synaptic transmission
LIG_Dynein_DLC8_1,GO:0005868,cytoplasmic dynein complex
LIG_Dynein_DLC8_1,GO:0005829,cytosol
LIG_Dynein_DLC8_1,GO:0030286,dynein complex
LIG_Dynein_DLC8_1,GO:0045503,dynein light chain binding
LIG_Dynein_DLC8_1,GO:0007018,microtubule-based movement
LIG_Dynein_DLC8_1,GO:0005515,protein binding
LIG_EABR_CEP55_1,GO:0007049,cell cycle
LIG_EABR_CEP55_1,GO:0051301,Cell Division
LIG_EABR_CEP55_1,GO:0000910,cytokinesis
LIG_EABR_CEP55_1,GO:0005856,cytoskeleton
LIG_EABR_CEP55_1,GO:0005829,cytosol
LIG_EABR_CEP55_1,GO:0045171,intercellular bridge
LIG_EABR_CEP55_1,GO:0030496,midbody
LIG_EABR_CEP55_1,GO:0005515,protein binding
LIG_EF_ALG2_ABM_1,GO:0048306,calcium-dependent protein binding
LIG_EF_ALG2_ABM_1,GO:0007049,cell cycle
LIG_EF_ALG2_ABM_1,GO:0098554,cytoplasmic side of endoplasmic reticulum membrane
LIG_EF_ALG2_ABM_1,GO:0098562,cytoplasmic side of membrane
LIG_EF_ALG2_ABM_1,GO:0005829,cytosol
LIG_EF_ALG2_ABM_1,GO:0000813,ESCRT I complex
LIG_EF_ALG2_ABM_1,GO:0010009,external side of endosome  membrane
LIG_EF_ALG2_ABM_1,GO:0006886,intracellular protein transport
LIG_EF_ALG2_ABM_1,GO:0005634,nucleus
LIG_EF_ALG2_ABM_1,GO:0012501,programmed cell death
LIG_EF_ALG2_ABM_1,GO:0005515,protein binding
LIG_EF_ALG2_ABM_1,GO:0051592,response to calcium ion
LIG_EF_ALG2_ABM_1,GO:0007165,signal transduction
LIG_EF_ALG2_ABM_2,GO:0048306,calcium-dependent protein binding
LIG_EF_ALG2_ABM_2,GO:0007049,cell cycle
LIG_EF_ALG2_ABM_2,GO:0098554,cytoplasmic side of endoplasmic reticulum membrane
LIG_EF_ALG2_ABM_2,GO:0098562,cytoplasmic side of membrane
LIG_EF_ALG2_ABM_2,GO:0005829,cytosol
LIG_EF_ALG2_ABM_2,GO:0006886,intracellular protein transport
LIG_EF_ALG2_ABM_2,GO:0005634,nucleus
LIG_EF_ALG2_ABM_2,GO:0012501,programmed cell death
LIG_EF_ALG2_ABM_2,GO:0005515,protein binding
LIG_EF_ALG2_ABM_2,GO:0051592,response to calcium ion
LIG_EF_ALG2_ABM_2,GO:0007165,signal transduction
LIG_EH1_1,GO:0016481,negative regulation of transcription
LIG_EH1_1,GO:0005634,nucleus
LIG_EH1_1,GO:0003714,transcription co-repressor
LIG_EH_1,GO:0005488,Binding
LIG_EH_1,GO:0008151,Cell growth and/or maintenance
LIG_EH_1,GO:0005829,cytosol
LIG_EH_1,GO:0006897,endocytosis
LIG_EH_1,GO:0007242,intracellular signaling cascade
LIG_EH_1,GO:0005886,plasma membrane
LIG_EH_1,GO:0005515,protein binding
LIG_EH_1,GO:0019904,protein domain specific binding
LIG_EH_1,GO:0006898,receptor mediated endocytosis
LIG_EH_1,GO:0030100,regulation of endocytosis
LIG_EH_1,GO:0007165,signal transduction
LIG_EVH1_1,GO:0030041,actin filament polymerization
LIG_EVH1_1,GO:0005488,Binding
LIG_EVH1_1,GO:0008150,cell growth and/or maintenance
LIG_EVH1_1,GO:0008580,cytoskeletal regulator
LIG_EVH1_1,GO:0005829,cytosol
LIG_EVH1_1,GO:0009898,internal side of plasma membrane
LIG_EVH1_1,GO:0045758,positive regulation of actin polymerization and/or depolymerization
LIG_EVH1_1,GO:0005515,protein binding
LIG_EVH1_1,GO:0019904,protein domain specific binding
LIG_EVH1_1,GO:0007165,signal transduction
LIG_EVH1_2,GO:0005488,Binding
LIG_EVH1_2,GO:0005829,cytosol
LIG_EVH1_2,GO:0008066,glutamate receptor
LIG_EVH1_2,GO:0009898,internal side of plasma membrane
LIG_EVH1_2,GO:0007216,metabotropic glutamate receptor signaling pathway
LIG_EVH1_2,GO:0005515,protein binding
LIG_EVH1_2,GO:0019904,protein domain specific binding
LIG_EVH1_2,GO:0005057,receptor signaling protein
LIG_EVH1_2,GO:0004871,signal transducer
LIG_EVH1_2,GO:0007165,signal transduction
LIG_EVH1_3,GO:0030036,cell growth or maintenance
LIG_EVH1_3,GO:0008580,cytoskeletal regulator
LIG_EVH1_3,GO:0005856,cytoskeleton
LIG_EVH1_3,GO:0005829,cytosol
LIG_EVH1_3,GO:0019904,protein domain specific binding
LIG_EVH1_3,GO:0007165,signal transduction
LIG_FAT_LD_1,GO:0005488,Binding
LIG_FAT_LD_1,GO:0007154,cell communication
LIG_FAT_LD_1,GO:0008150,cell growth and/or maintenance
LIG_FAT_LD_1,GO:0005829,cytosol
LIG_FAT_LD_1,GO:0005925,focal adhesion
LIG_FAT_LD_1,GO:0005622,intracellular
LIG_FAT_LD_1,GO:0005886,plasma membrane
LIG_FAT_LD_1,GO:0005515,protein binding
LIG_FAT_LD_1,GO:0007165,signal transduction
LIG_FERM_MyoX_1,GO:0044295,axonal growth cone
LIG_FERM_MyoX_1,GO:0098609,cell-cell adhesion
LIG_FERM_MyoX_1,GO:0005829,cytosol
LIG_FERM_MyoX_1,GO:0046847,filopodium assembly
LIG_FERM_MyoX_1,GO:0009898,internal side of plasma membrane
LIG_FERM_MyoX_1,GO:0005042,netrin receptor activity
LIG_FERM_MyoX_1,GO:0001764,neuron migration
LIG_FERM_MyoX_1,GO:0004888,transmembrane signaling receptor activity
LIG_FHA_1,GO:0000075,cell cycle checkpoint
LIG_FHA_1,GO:0006281,DNA repair
LIG_FHA_1,GO:0000086,G2/M transition of mitotic cell cycle
LIG_FHA_1,GO:0005634,nucleus
LIG_FHA_1,GO:0005515,protein binding
LIG_FHA_1,GO:0019904,protein domain specific binding
LIG_FHA_1,GO:0006974,Response to DNA damage stimulus
LIG_FHA_2,GO:0000075,cell cycle checkpoint
LIG_FHA_2,GO:0006281,DNA repair
LIG_FHA_2,GO:0000076,DNA replication checkpoint
LIG_FHA_2,GO:0005634,nucleus
LIG_FHA_2,GO:0005515,protein binding
LIG_FHA_2,GO:0019904,protein domain specific binding
LIG_FHA_2,GO:0005657,Replication fork
LIG_FXI_DFP_1,GO:0007596,blood coagulation
LIG_FXI_DFP_1,GO:0007597,"blood coagulation, intrinsic pathway"
LIG_FXI_DFP_1,GO:0048037,cofactor binding
LIG_FXI_DFP_1,GO:0005576,extracellular
LIG_FXI_DFP_1,GO:0031639,plasminogen activation
LIG_FXI_DFP_1,GO:0051919,positive regulation of fibrinolysis
LIG_FXI_DFP_1,GO:0005515,protein binding
LIG_FZD_DVL_PDZ,GO:0032147,activation of protein kinase activity
LIG_FZD_DVL_PDZ,GO:0030877,beta-catenin destruction complex
LIG_FZD_DVL_PDZ,GO:0060823,canonical Wnt signaling pathway involved in neural plate anterior/posterior pattern formation
LIG_FZD_DVL_PDZ,GO:0005829,cytosol
LIG_FZD_DVL_PDZ,GO:2000060,positive regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process
LIG_FZD_DVL_PDZ,GO:0032947,protein complex scaffold
LIG_FZD_DVL_PDZ,GO:0019901,protein kinase binding
LIG_FZD_DVL_PDZ,GO:0035412,regulation of catenin import into nucleus
LIG_FZD_DVL_PDZ,GO:0004871,signal transducer
LIG_G3BP_FGDF_1,GO:0010494,cytoplasmic stress granule
LIG_G3BP_FGDF_1,GO:0005829,cytosol
LIG_G3BP_FGDF_1,GO:0016579,protein deubiquitination
LIG_G3BP_FGDF_1,GO:0019904,protein domain specific binding
LIG_G3BP_FGDF_1,GO:1903608,protein localization to cytoplasmic stress granule
LIG_G3BP_FGDF_1,GO:0006417,regulation of translation
LIG_G3BP_FGDF_1,GO:0034063,stress granule assembly
LIG_G3BP_FGDF_1,GO:0019079,viral genome replication
LIG_G3BP_FGDF_1,GO:0019034,viral replication complex
LIG_GBD_Chelix_1,GO:0015629,actin cytoskeleton
LIG_GBD_Chelix_1,GO:0030048,actin filament-based movement
LIG_GBD_Chelix_1,GO:0030041,actin filament polymerization
LIG_GBD_Chelix_1,GO:0005911,cell-cell junction
LIG_GBD_Chelix_1,GO:0005829,cytosol
LIG_GBD_Chelix_1,GO:0070062,extracellular exosome
LIG_GBD_Chelix_1,GO:2000146,negative regulation of cell motility
LIG_GBD_Chelix_1,GO:2000601,positive regulation of Arp2/3 complex-mediated actin nucleation
LIG_GBD_Chelix_1,GO:0006461,protein complex assembly
LIG_GBD_Chelix_1,GO:0012506,vesicle membrane
LIG_GLEBS_BUB3_1,GO:0007049,cell cycle
LIG_GLEBS_BUB3_1,GO:0051382,kinetochore assembly
LIG_GLEBS_BUB3_1,GO:0007067,mitosis
LIG_GLEBS_BUB3_1,GO:0033597,mitotic checkpoint complex
LIG_GLEBS_BUB3_1,GO:0007094,mitotic spindle checkpoint
LIG_GLEBS_BUB3_1,GO:0005643,Nuclear pore
LIG_GLEBS_BUB3_1,GO:0005634,nucleus
LIG_GLEBS_BUB3_1,GO:0005515,protein binding
LIG_GLEBS_BUB3_1,GO:0031577,spindle checkpoint
LIG_GSK3_LRP6_1,GO:0030877,beta-catenin destruction complex
LIG_GSK3_LRP6_1,GO:0060070,canonical Wnt signaling pathway
LIG_GSK3_LRP6_1,GO:0044335,canonical Wnt signaling pathway involved in neural crest cell differentiation
LIG_GSK3_LRP6_1,GO:0044340,canonical Wnt signaling pathway involved in regulation of cell proliferation
LIG_GSK3_LRP6_1,GO:0071936,coreceptor activity involved in Wnt signaling pathway
LIG_GSK3_LRP6_1,GO:0005829,cytosol
LIG_GSK3_LRP6_1,GO:0009898,internal side of plasma membrane
LIG_GSK3_LRP6_1,GO:0019210,kinase inhibitor activity
LIG_GSK3_LRP6_1,GO:0005041,low-density lipoprotein receptor activity
LIG_GSK3_LRP6_1,GO:0006469,negative regulation of protein kinase activity
LIG_GSK3_LRP6_1,GO:0001933,negative regulation of protein phosphorylation
LIG_GSK3_LRP6_1,GO:0038013,positive regulation of Wnt signaling pathway by Wnt receptor internalization
LIG_GSK3_LRP6_1,GO:0042813,Wnt-activated receptor activity
LIG_GYF,GO:0005829,cytosol
LIG_GYF,GO:0004872,receptor (2090)
LIG_GYF,GO:0007165,signal transduction
LIG_HCF-1_HBM_1,GO:0005634,nucleus
LIG_HCF-1_HBM_1,GO:0008284,positive regulation of cell proliferation
LIG_HCF-1_HBM_1,GO:0005515,protein binding
LIG_HCF-1_HBM_1,GO:0051726,Regulation of cell cycle
LIG_HCF-1_HBM_1,GO:0045449,regulation of transcription
LIG_HCF-1_HBM_1,GO:0003700,transcription factor
LIG_HCF-1_HBM_1,GO:0005667,Transcription factor complex
LIG_HCF-1_HBM_1,GO:0019033,viral tegument
LIG_HCF-1_HBM_1,GO:0019048,Virus-host interaction
LIG_HOMEOBOX,GO:0009790,embryonic development
LIG_HOMEOBOX,GO:0005634,nucleus
LIG_HOMEOBOX,GO:0007389,pattern specification
LIG_HOMEOBOX,GO:0030528,transcription regulator
LIG_HP1_1,GO:0006260,DNA replication
LIG_HP1_1,GO:0006343,establishment of heterochromatin silencing
LIG_HP1_1,GO:0000792,heterochromatin
LIG_HP1_1,GO:0005634,nucleus
LIG_HP1_1,GO:0045182,transcription regulator
